,Images,Masks
15043,images/M12_0_185.png,labels/M12_0_185_P.png
15044,images/M12_0_186.png,labels/M12_0_186_P.png
15045,images/M12_0_187.png,labels/M12_0_187_P.png
15046,images/M12_0_188.png,labels/M12_0_188_P.png
15047,images/M12_0_189.png,labels/M12_0_189_P.png
15048,images/M12_0_190.png,labels/M12_0_190_P.png
15049,images/M12_0_191.png,labels/M12_0_191_P.png
15050,images/M12_0_192.png,labels/M12_0_192_P.png
15051,images/M12_0_193.png,labels/M12_0_193_P.png
15052,images/M12_0_194.png,labels/M12_0_194_P.png
15053,images/M12_0_195.png,labels/M12_0_195_P.png
15054,images/M12_0_196.png,labels/M12_0_196_P.png
15055,images/M12_0_197.png,labels/M12_0_197_P.png
15056,images/M12_0_198.png,labels/M12_0_198_P.png
15057,images/M12_0_199.png,labels/M12_0_199_P.png
15058,images/M12_0_200.png,labels/M12_0_200_P.png
15059,images/M12_0_201.png,labels/M12_0_201_P.png
15060,images/M12_002h_0.png,labels/M12_002h_0_P.png
15061,images/M12_002h_1.png,labels/M12_002h_1_P.png
15062,images/M12_002h_2.png,labels/M12_002h_2_P.png
15063,images/M12_002h_3.png,labels/M12_002h_3_P.png
15064,images/M12_002h_4.png,labels/M12_002h_4_P.png
15065,images/M12_002h_5.png,labels/M12_002h_5_P.png
15066,images/M12_002h_6.png,labels/M12_002h_6_P.png
15067,images/M12_002h_7.png,labels/M12_002h_7_P.png
15068,images/M12_002h_8.png,labels/M12_002h_8_P.png
15069,images/M12_002h_9.png,labels/M12_002h_9_P.png
15070,images/M12_002h_10.png,labels/M12_002h_10_P.png
15071,images/M12_002h_11.png,labels/M12_002h_11_P.png
15072,images/M12_002h_12.png,labels/M12_002h_12_P.png
15073,images/M12_002h_13.png,labels/M12_002h_13_P.png
15074,images/M12_002h_14.png,labels/M12_002h_14_P.png
15075,images/M12_002h_15.png,labels/M12_002h_15_P.png
15076,images/M12_002h_16.png,labels/M12_002h_16_P.png
15077,images/M12_002h_17.png,labels/M12_002h_17_P.png
15078,images/M12_002h_18.png,labels/M12_002h_18_P.png
15079,images/M12_002h_19.png,labels/M12_002h_19_P.png
15080,images/M12_002h_20.png,labels/M12_002h_20_P.png
15081,images/M12_002h_21.png,labels/M12_002h_21_P.png
15082,images/M12_002h_22.png,labels/M12_002h_22_P.png
15083,images/M12_002h_23.png,labels/M12_002h_23_P.png
15084,images/M12_002h_24.png,labels/M12_002h_24_P.png
15085,images/M12_002h_25.png,labels/M12_002h_25_P.png
15086,images/M12_002h_26.png,labels/M12_002h_26_P.png
15087,images/M12_002h_27.png,labels/M12_002h_27_P.png
15088,images/M12_002h_28.png,labels/M12_002h_28_P.png
15089,images/M12_002h_29.png,labels/M12_002h_29_P.png
15090,images/M12_002h_30.png,labels/M12_002h_30_P.png
15091,images/M12_002h_31.png,labels/M12_002h_31_P.png
15092,images/M12_002h_32.png,labels/M12_002h_32_P.png
15093,images/M12_002h_33.png,labels/M12_002h_33_P.png
15094,images/M12_002h_34.png,labels/M12_002h_34_P.png
15095,images/M12_002h_35.png,labels/M12_002h_35_P.png
15096,images/M12_002h_36.png,labels/M12_002h_36_P.png
15097,images/M12_002h_37.png,labels/M12_002h_37_P.png
15098,images/M12_002h_38.png,labels/M12_002h_38_P.png
15099,images/M12_002h_39.png,labels/M12_002h_39_P.png
15100,images/M12_002h_40.png,labels/M12_002h_40_P.png
15101,images/M12_002h_41.png,labels/M12_002h_41_P.png
15102,images/M12_002h_42.png,labels/M12_002h_42_P.png
15103,images/M12_002h_43.png,labels/M12_002h_43_P.png
15104,images/M12_002h_44.png,labels/M12_002h_44_P.png
15105,images/M12_002h_45.png,labels/M12_002h_45_P.png
15106,images/M12_002h_46.png,labels/M12_002h_46_P.png
15107,images/M12_002h_47.png,labels/M12_002h_47_P.png
15108,images/M12_002h_48.png,labels/M12_002h_48_P.png
15109,images/M12_002h_49.png,labels/M12_002h_49_P.png
15110,images/M12_002h_50.png,labels/M12_002h_50_P.png
15111,images/M12_002h_51.png,labels/M12_002h_51_P.png
15112,images/M12_002h_52.png,labels/M12_002h_52_P.png
15113,images/M12_002h_53.png,labels/M12_002h_53_P.png
15114,images/M12_002h_54.png,labels/M12_002h_54_P.png
15115,images/M12_002h_55.png,labels/M12_002h_55_P.png
15116,images/M12_002h_56.png,labels/M12_002h_56_P.png
15117,images/M12_002h_57.png,labels/M12_002h_57_P.png
15118,images/M12_002h_58.png,labels/M12_002h_58_P.png
15119,images/M12_002h_59.png,labels/M12_002h_59_P.png
15120,images/M12_002h_60.png,labels/M12_002h_60_P.png
15121,images/M12_002h_61.png,labels/M12_002h_61_P.png
15122,images/M12_002h_62.png,labels/M12_002h_62_P.png
15123,images/M12_002h_63.png,labels/M12_002h_63_P.png
15124,images/M12_002h_64.png,labels/M12_002h_64_P.png
15125,images/M12_002h_65.png,labels/M12_002h_65_P.png
15126,images/M12_002h_66.png,labels/M12_002h_66_P.png
15127,images/M12_002h_67.png,labels/M12_002h_67_P.png
15128,images/M12_002h_68.png,labels/M12_002h_68_P.png
15129,images/M12_002h_69.png,labels/M12_002h_69_P.png
15130,images/M12_002h_70.png,labels/M12_002h_70_P.png
15131,images/M12_002h_71.png,labels/M12_002h_71_P.png
15132,images/M12_002h_72.png,labels/M12_002h_72_P.png
15133,images/M12_002h_73.png,labels/M12_002h_73_P.png
15134,images/M12_002h_74.png,labels/M12_002h_74_P.png
15135,images/M12_002h_75.png,labels/M12_002h_75_P.png
15136,images/M12_002h_76.png,labels/M12_002h_76_P.png
15137,images/M12_002h_77.png,labels/M12_002h_77_P.png
15138,images/M12_002h_78.png,labels/M12_002h_78_P.png
15139,images/M12_002h_79.png,labels/M12_002h_79_P.png
15140,images/M12_002h_80.png,labels/M12_002h_80_P.png
15141,images/M12_002h_81.png,labels/M12_002h_81_P.png
15142,images/M12_002h_82.png,labels/M12_002h_82_P.png
15143,images/M12_002h_83.png,labels/M12_002h_83_P.png
15144,images/M12_002h_84.png,labels/M12_002h_84_P.png
15145,images/M12_002h_85.png,labels/M12_002h_85_P.png
15146,images/M12_002h_86.png,labels/M12_002h_86_P.png
15147,images/M12_002h_87.png,labels/M12_002h_87_P.png
15148,images/M12_002h_88.png,labels/M12_002h_88_P.png
15149,images/M12_002h_89.png,labels/M12_002h_89_P.png
15150,images/M12_002h_90.png,labels/M12_002h_90_P.png
15151,images/M12_002h_91.png,labels/M12_002h_91_P.png
15152,images/M12_002h_92.png,labels/M12_002h_92_P.png
15153,images/M12_002h_93.png,labels/M12_002h_93_P.png
15154,images/M12_002h_94.png,labels/M12_002h_94_P.png
15155,images/M12_002h_95.png,labels/M12_002h_95_P.png
15156,images/M12_002h_96.png,labels/M12_002h_96_P.png
15157,images/M12_002h_97.png,labels/M12_002h_97_P.png
15158,images/M12_002h_98.png,labels/M12_002h_98_P.png
15159,images/M12_002h_99.png,labels/M12_002h_99_P.png
15160,images/M12_002h_100.png,labels/M12_002h_100_P.png
15161,images/M12_002h_101.png,labels/M12_002h_101_P.png
15162,images/M12_002h_102.png,labels/M12_002h_102_P.png
15163,images/M12_002h_103.png,labels/M12_002h_103_P.png
15164,images/M12_002h_104.png,labels/M12_002h_104_P.png
15165,images/M12_002h_105.png,labels/M12_002h_105_P.png
15166,images/M12_002h_106.png,labels/M12_002h_106_P.png
15167,images/M12_002h_107.png,labels/M12_002h_107_P.png
15168,images/M12_002h_108.png,labels/M12_002h_108_P.png
15169,images/M12_002h_109.png,labels/M12_002h_109_P.png
15170,images/M12_002h_110.png,labels/M12_002h_110_P.png
15171,images/M12_002h_111.png,labels/M12_002h_111_P.png
15172,images/M12_002h_112.png,labels/M12_002h_112_P.png
15173,images/M12_002h_113.png,labels/M12_002h_113_P.png
15174,images/M12_002h_114.png,labels/M12_002h_114_P.png
15175,images/M12_002h_115.png,labels/M12_002h_115_P.png
15176,images/M12_002h_116.png,labels/M12_002h_116_P.png
15177,images/M12_002h_117.png,labels/M12_002h_117_P.png
15178,images/M12_002h_118.png,labels/M12_002h_118_P.png
15179,images/M12_002h_119.png,labels/M12_002h_119_P.png
15180,images/M12_002h_120.png,labels/M12_002h_120_P.png
15181,images/M12_002h_121.png,labels/M12_002h_121_P.png
15182,images/M12_002h_122.png,labels/M12_002h_122_P.png
15183,images/M12_002h_123.png,labels/M12_002h_123_P.png
15184,images/M12_002h_124.png,labels/M12_002h_124_P.png
15185,images/M12_002h_125.png,labels/M12_002h_125_P.png
15186,images/M12_002h_126.png,labels/M12_002h_126_P.png
15187,images/M12_002h_127.png,labels/M12_002h_127_P.png
15188,images/M12_002h_128.png,labels/M12_002h_128_P.png
15189,images/M12_002h_129.png,labels/M12_002h_129_P.png
15190,images/M12_002h_130.png,labels/M12_002h_130_P.png
15191,images/M12_002h_131.png,labels/M12_002h_131_P.png
15192,images/M12_002h_132.png,labels/M12_002h_132_P.png
15193,images/M12_002h_133.png,labels/M12_002h_133_P.png
15194,images/M12_002h_134.png,labels/M12_002h_134_P.png
15195,images/M12_002h_135.png,labels/M12_002h_135_P.png
15196,images/M12_002h_136.png,labels/M12_002h_136_P.png
15197,images/M12_002h_137.png,labels/M12_002h_137_P.png
15198,images/M12_002h_138.png,labels/M12_002h_138_P.png
15199,images/M12_002h_139.png,labels/M12_002h_139_P.png
15200,images/M12_002h_140.png,labels/M12_002h_140_P.png
15201,images/M12_002h_141.png,labels/M12_002h_141_P.png
15202,images/M12_002h_142.png,labels/M12_002h_142_P.png
15203,images/M12_002h_143.png,labels/M12_002h_143_P.png
15204,images/M12_002h_144.png,labels/M12_002h_144_P.png
15205,images/M12_002h_145.png,labels/M12_002h_145_P.png
15206,images/M12_002h_146.png,labels/M12_002h_146_P.png
15207,images/M12_002h_147.png,labels/M12_002h_147_P.png
15208,images/M12_002h_148.png,labels/M12_002h_148_P.png
15209,images/M12_002h_149.png,labels/M12_002h_149_P.png
15210,images/M12_002h_150.png,labels/M12_002h_150_P.png
15211,images/M12_002h_151.png,labels/M12_002h_151_P.png
15212,images/M12_002h_152.png,labels/M12_002h_152_P.png
15213,images/M12_002h_153.png,labels/M12_002h_153_P.png
15214,images/M12_002h_154.png,labels/M12_002h_154_P.png
15215,images/M12_002h_155.png,labels/M12_002h_155_P.png
15216,images/M12_002h_156.png,labels/M12_002h_156_P.png
15217,images/M12_002h_157.png,labels/M12_002h_157_P.png
15218,images/M12_002h_158.png,labels/M12_002h_158_P.png
15219,images/M12_002h_159.png,labels/M12_002h_159_P.png
15220,images/M12_002h_160.png,labels/M12_002h_160_P.png
15221,images/M12_002h_161.png,labels/M12_002h_161_P.png
15222,images/M12_002h_162.png,labels/M12_002h_162_P.png
15223,images/M12_002h_163.png,labels/M12_002h_163_P.png
15224,images/M12_002h_164.png,labels/M12_002h_164_P.png
15225,images/M12_002h_165.png,labels/M12_002h_165_P.png
15226,images/M12_002h_166.png,labels/M12_002h_166_P.png
15227,images/M12_002h_167.png,labels/M12_002h_167_P.png
15228,images/M12_002h_168.png,labels/M12_002h_168_P.png
15229,images/M12_002h_169.png,labels/M12_002h_169_P.png
15230,images/M12_002h_170.png,labels/M12_002h_170_P.png
15231,images/M12_002h_171.png,labels/M12_002h_171_P.png
15232,images/M12_002h_172.png,labels/M12_002h_172_P.png
15233,images/M12_002h_173.png,labels/M12_002h_173_P.png
15234,images/M12_002h_174.png,labels/M12_002h_174_P.png
15235,images/M12_002h_175.png,labels/M12_002h_175_P.png
15236,images/M12_002h_176.png,labels/M12_002h_176_P.png
15237,images/M12_002h_177.png,labels/M12_002h_177_P.png
15238,images/M12_002h_178.png,labels/M12_002h_178_P.png
15239,images/M12_002h_179.png,labels/M12_002h_179_P.png
15240,images/M12_002h_180.png,labels/M12_002h_180_P.png
15241,images/M12_002h_181.png,labels/M12_002h_181_P.png
15242,images/M12_002h_182.png,labels/M12_002h_182_P.png
15243,images/M12_002h_183.png,labels/M12_002h_183_P.png
15244,images/M12_002h_184.png,labels/M12_002h_184_P.png
15245,images/M12_002h_185.png,labels/M12_002h_185_P.png
15246,images/M12_002h_186.png,labels/M12_002h_186_P.png
15247,images/M12_002h_187.png,labels/M12_002h_187_P.png
15248,images/M12_002h_188.png,labels/M12_002h_188_P.png
15249,images/M12_002h_189.png,labels/M12_002h_189_P.png
15250,images/M12_002h_190.png,labels/M12_002h_190_P.png
15251,images/M12_002h_191.png,labels/M12_002h_191_P.png
15252,images/M12_002h_192.png,labels/M12_002h_192_P.png
15253,images/M12_002h_193.png,labels/M12_002h_193_P.png
15254,images/M12_002h_194.png,labels/M12_002h_194_P.png
15255,images/M12_002h_195.png,labels/M12_002h_195_P.png
15256,images/M12_002h_196.png,labels/M12_002h_196_P.png
15257,images/M12_002h_197.png,labels/M12_002h_197_P.png
15258,images/M12_002h_198.png,labels/M12_002h_198_P.png
15259,images/M12_002h_199.png,labels/M12_002h_199_P.png
15260,images/M12_002h_200.png,labels/M12_002h_200_P.png
15261,images/M12_002h_201.png,labels/M12_002h_201_P.png
15262,images/M12_002h_202.png,labels/M12_002h_202_P.png
15263,images/M12_002h_203.png,labels/M12_002h_203_P.png
15264,images/M12_002h_204.png,labels/M12_002h_204_P.png
15265,images/M12_008h_0.png,labels/M12_008h_0_P.png
15266,images/M12_008h_1.png,labels/M12_008h_1_P.png
15267,images/M12_008h_2.png,labels/M12_008h_2_P.png
15268,images/M12_008h_3.png,labels/M12_008h_3_P.png
15269,images/M12_008h_4.png,labels/M12_008h_4_P.png
15270,images/M12_008h_5.png,labels/M12_008h_5_P.png
15271,images/M12_008h_6.png,labels/M12_008h_6_P.png
15272,images/M12_008h_7.png,labels/M12_008h_7_P.png
15273,images/M12_008h_8.png,labels/M12_008h_8_P.png
15274,images/M12_008h_9.png,labels/M12_008h_9_P.png
15275,images/M12_008h_10.png,labels/M12_008h_10_P.png
15276,images/M12_008h_11.png,labels/M12_008h_11_P.png
15277,images/M12_008h_12.png,labels/M12_008h_12_P.png
15278,images/M12_008h_13.png,labels/M12_008h_13_P.png
15279,images/M12_008h_14.png,labels/M12_008h_14_P.png
15280,images/M12_008h_15.png,labels/M12_008h_15_P.png
15281,images/M12_008h_16.png,labels/M12_008h_16_P.png
15282,images/M12_008h_17.png,labels/M12_008h_17_P.png
15283,images/M12_008h_18.png,labels/M12_008h_18_P.png
15284,images/M12_008h_19.png,labels/M12_008h_19_P.png
15285,images/M12_008h_20.png,labels/M12_008h_20_P.png
15286,images/M12_008h_21.png,labels/M12_008h_21_P.png
15287,images/M12_008h_22.png,labels/M12_008h_22_P.png
15288,images/M12_008h_23.png,labels/M12_008h_23_P.png
15289,images/M12_008h_24.png,labels/M12_008h_24_P.png
15290,images/M12_008h_25.png,labels/M12_008h_25_P.png
15291,images/M12_008h_26.png,labels/M12_008h_26_P.png
15292,images/M12_008h_27.png,labels/M12_008h_27_P.png
15293,images/M12_008h_28.png,labels/M12_008h_28_P.png
15294,images/M12_008h_29.png,labels/M12_008h_29_P.png
15295,images/M12_008h_30.png,labels/M12_008h_30_P.png
15296,images/M12_008h_31.png,labels/M12_008h_31_P.png
15297,images/M12_008h_32.png,labels/M12_008h_32_P.png
15298,images/M12_008h_33.png,labels/M12_008h_33_P.png
15299,images/M12_008h_34.png,labels/M12_008h_34_P.png
15300,images/M12_008h_35.png,labels/M12_008h_35_P.png
15301,images/M12_008h_36.png,labels/M12_008h_36_P.png
15302,images/M12_008h_37.png,labels/M12_008h_37_P.png
15303,images/M12_008h_38.png,labels/M12_008h_38_P.png
15304,images/M12_008h_39.png,labels/M12_008h_39_P.png
15305,images/M12_008h_40.png,labels/M12_008h_40_P.png
15306,images/M12_008h_41.png,labels/M12_008h_41_P.png
15307,images/M12_008h_42.png,labels/M12_008h_42_P.png
15308,images/M12_008h_43.png,labels/M12_008h_43_P.png
15309,images/M12_008h_44.png,labels/M12_008h_44_P.png
15310,images/M12_008h_45.png,labels/M12_008h_45_P.png
15311,images/M12_008h_46.png,labels/M12_008h_46_P.png
15312,images/M12_008h_47.png,labels/M12_008h_47_P.png
15313,images/M12_008h_48.png,labels/M12_008h_48_P.png
15314,images/M12_008h_49.png,labels/M12_008h_49_P.png
15315,images/M12_008h_50.png,labels/M12_008h_50_P.png
15316,images/M12_008h_51.png,labels/M12_008h_51_P.png
15317,images/M12_008h_52.png,labels/M12_008h_52_P.png
15318,images/M12_008h_53.png,labels/M12_008h_53_P.png
15319,images/M12_008h_54.png,labels/M12_008h_54_P.png
15320,images/M12_008h_55.png,labels/M12_008h_55_P.png
15321,images/M12_008h_56.png,labels/M12_008h_56_P.png
15322,images/M12_008h_57.png,labels/M12_008h_57_P.png
15323,images/M12_008h_58.png,labels/M12_008h_58_P.png
15324,images/M12_008h_59.png,labels/M12_008h_59_P.png
15325,images/M12_008h_60.png,labels/M12_008h_60_P.png
15326,images/M12_008h_61.png,labels/M12_008h_61_P.png
15327,images/M12_008h_62.png,labels/M12_008h_62_P.png
15328,images/M12_008h_63.png,labels/M12_008h_63_P.png
15329,images/M12_008h_64.png,labels/M12_008h_64_P.png
15330,images/M12_008h_65.png,labels/M12_008h_65_P.png
15331,images/M12_008h_66.png,labels/M12_008h_66_P.png
15332,images/M12_008h_67.png,labels/M12_008h_67_P.png
15333,images/M12_008h_68.png,labels/M12_008h_68_P.png
15334,images/M12_008h_69.png,labels/M12_008h_69_P.png
15335,images/M12_008h_70.png,labels/M12_008h_70_P.png
15336,images/M12_008h_71.png,labels/M12_008h_71_P.png
15337,images/M12_008h_72.png,labels/M12_008h_72_P.png
15338,images/M12_008h_73.png,labels/M12_008h_73_P.png
15339,images/M12_008h_74.png,labels/M12_008h_74_P.png
15340,images/M12_008h_75.png,labels/M12_008h_75_P.png
15341,images/M12_008h_76.png,labels/M12_008h_76_P.png
15342,images/M12_008h_77.png,labels/M12_008h_77_P.png
15343,images/M12_008h_78.png,labels/M12_008h_78_P.png
15344,images/M12_008h_79.png,labels/M12_008h_79_P.png
15345,images/M12_008h_80.png,labels/M12_008h_80_P.png
15346,images/M12_008h_81.png,labels/M12_008h_81_P.png
15347,images/M12_008h_82.png,labels/M12_008h_82_P.png
15348,images/M12_008h_83.png,labels/M12_008h_83_P.png
15349,images/M12_008h_84.png,labels/M12_008h_84_P.png
15350,images/M12_008h_85.png,labels/M12_008h_85_P.png
15351,images/M12_008h_86.png,labels/M12_008h_86_P.png
15352,images/M12_008h_87.png,labels/M12_008h_87_P.png
15353,images/M12_008h_88.png,labels/M12_008h_88_P.png
15354,images/M12_008h_89.png,labels/M12_008h_89_P.png
15355,images/M12_008h_90.png,labels/M12_008h_90_P.png
15356,images/M12_008h_91.png,labels/M12_008h_91_P.png
15357,images/M12_008h_92.png,labels/M12_008h_92_P.png
15358,images/M12_008h_93.png,labels/M12_008h_93_P.png
15359,images/M12_008h_94.png,labels/M12_008h_94_P.png
15360,images/M12_008h_95.png,labels/M12_008h_95_P.png
15361,images/M12_008h_96.png,labels/M12_008h_96_P.png
15362,images/M12_008h_97.png,labels/M12_008h_97_P.png
15363,images/M12_008h_98.png,labels/M12_008h_98_P.png
15364,images/M12_008h_99.png,labels/M12_008h_99_P.png
15365,images/M12_008h_100.png,labels/M12_008h_100_P.png
15366,images/M12_008h_101.png,labels/M12_008h_101_P.png
15367,images/M12_008h_102.png,labels/M12_008h_102_P.png
15368,images/M12_008h_103.png,labels/M12_008h_103_P.png
15369,images/M12_008h_104.png,labels/M12_008h_104_P.png
15370,images/M12_008h_105.png,labels/M12_008h_105_P.png
15371,images/M12_008h_106.png,labels/M12_008h_106_P.png
15372,images/M12_008h_107.png,labels/M12_008h_107_P.png
15373,images/M12_008h_108.png,labels/M12_008h_108_P.png
15374,images/M12_008h_109.png,labels/M12_008h_109_P.png
15375,images/M12_008h_110.png,labels/M12_008h_110_P.png
15376,images/M12_008h_111.png,labels/M12_008h_111_P.png
15377,images/M12_008h_112.png,labels/M12_008h_112_P.png
15378,images/M12_008h_113.png,labels/M12_008h_113_P.png
15379,images/M12_008h_114.png,labels/M12_008h_114_P.png
15380,images/M12_008h_115.png,labels/M12_008h_115_P.png
15381,images/M12_008h_116.png,labels/M12_008h_116_P.png
15382,images/M12_008h_117.png,labels/M12_008h_117_P.png
15383,images/M12_008h_118.png,labels/M12_008h_118_P.png
15384,images/M12_008h_119.png,labels/M12_008h_119_P.png
15385,images/M12_008h_120.png,labels/M12_008h_120_P.png
15386,images/M12_008h_121.png,labels/M12_008h_121_P.png
15387,images/M12_008h_122.png,labels/M12_008h_122_P.png
15388,images/M12_008h_123.png,labels/M12_008h_123_P.png
15389,images/M12_008h_124.png,labels/M12_008h_124_P.png
15390,images/M12_008h_125.png,labels/M12_008h_125_P.png
15391,images/M12_008h_126.png,labels/M12_008h_126_P.png
15392,images/M12_008h_127.png,labels/M12_008h_127_P.png
15393,images/M12_008h_128.png,labels/M12_008h_128_P.png
15394,images/M12_008h_129.png,labels/M12_008h_129_P.png
15395,images/M12_008h_130.png,labels/M12_008h_130_P.png
15396,images/M12_008h_131.png,labels/M12_008h_131_P.png
15397,images/M12_008h_132.png,labels/M12_008h_132_P.png
15398,images/M12_008h_133.png,labels/M12_008h_133_P.png
15399,images/M12_008h_134.png,labels/M12_008h_134_P.png
15400,images/M12_008h_135.png,labels/M12_008h_135_P.png
15401,images/M12_008h_136.png,labels/M12_008h_136_P.png
15402,images/M12_008h_137.png,labels/M12_008h_137_P.png
15403,images/M12_008h_138.png,labels/M12_008h_138_P.png
15404,images/M12_008h_139.png,labels/M12_008h_139_P.png
15405,images/M12_008h_140.png,labels/M12_008h_140_P.png
15406,images/M12_008h_141.png,labels/M12_008h_141_P.png
15407,images/M12_008h_142.png,labels/M12_008h_142_P.png
15408,images/M12_008h_143.png,labels/M12_008h_143_P.png
15409,images/M12_008h_144.png,labels/M12_008h_144_P.png
15410,images/M12_008h_145.png,labels/M12_008h_145_P.png
15411,images/M12_008h_146.png,labels/M12_008h_146_P.png
15412,images/M12_008h_147.png,labels/M12_008h_147_P.png
15413,images/M12_008h_148.png,labels/M12_008h_148_P.png
15414,images/M12_008h_149.png,labels/M12_008h_149_P.png
15415,images/M12_008h_150.png,labels/M12_008h_150_P.png
15416,images/M12_008h_151.png,labels/M12_008h_151_P.png
15417,images/M12_008h_152.png,labels/M12_008h_152_P.png
15418,images/M12_008h_153.png,labels/M12_008h_153_P.png
15419,images/M12_008h_154.png,labels/M12_008h_154_P.png
15420,images/M12_008h_155.png,labels/M12_008h_155_P.png
15421,images/M12_008h_156.png,labels/M12_008h_156_P.png
15422,images/M12_008h_157.png,labels/M12_008h_157_P.png
15423,images/M12_008h_158.png,labels/M12_008h_158_P.png
15424,images/M12_008h_159.png,labels/M12_008h_159_P.png
15425,images/M12_008h_160.png,labels/M12_008h_160_P.png
15426,images/M12_008h_161.png,labels/M12_008h_161_P.png
15427,images/M12_008h_162.png,labels/M12_008h_162_P.png
15428,images/M12_008h_163.png,labels/M12_008h_163_P.png
15429,images/M12_008h_164.png,labels/M12_008h_164_P.png
15430,images/M12_008h_165.png,labels/M12_008h_165_P.png
15431,images/M12_008h_166.png,labels/M12_008h_166_P.png
15432,images/M12_008h_167.png,labels/M12_008h_167_P.png
15433,images/M12_008h_168.png,labels/M12_008h_168_P.png
15434,images/M12_008h_169.png,labels/M12_008h_169_P.png
15435,images/M12_008h_170.png,labels/M12_008h_170_P.png
15436,images/M12_008h_171.png,labels/M12_008h_171_P.png
15437,images/M12_008h_172.png,labels/M12_008h_172_P.png
15438,images/M12_008h_173.png,labels/M12_008h_173_P.png
15439,images/M12_008h_174.png,labels/M12_008h_174_P.png
15440,images/M12_008h_175.png,labels/M12_008h_175_P.png
15441,images/M12_008h_176.png,labels/M12_008h_176_P.png
15442,images/M12_008h_177.png,labels/M12_008h_177_P.png
15443,images/M12_008h_178.png,labels/M12_008h_178_P.png
15444,images/M12_008h_179.png,labels/M12_008h_179_P.png
15445,images/M12_008h_180.png,labels/M12_008h_180_P.png
15446,images/M12_008h_181.png,labels/M12_008h_181_P.png
15447,images/M12_008h_182.png,labels/M12_008h_182_P.png
15448,images/M12_008h_183.png,labels/M12_008h_183_P.png
15449,images/M12_008h_184.png,labels/M12_008h_184_P.png
15450,images/M12_008h_185.png,labels/M12_008h_185_P.png
15451,images/M12_008h_186.png,labels/M12_008h_186_P.png
15452,images/M12_008h_187.png,labels/M12_008h_187_P.png
15453,images/M12_008h_188.png,labels/M12_008h_188_P.png
15454,images/M12_008h_189.png,labels/M12_008h_189_P.png
15455,images/M12_008h_190.png,labels/M12_008h_190_P.png
15456,images/M12_008h_191.png,labels/M12_008h_191_P.png
15457,images/M12_024h_0.png,labels/M12_024h_0_P.png
15458,images/M12_024h_1.png,labels/M12_024h_1_P.png
15459,images/M12_024h_2.png,labels/M12_024h_2_P.png
15460,images/M12_024h_3.png,labels/M12_024h_3_P.png
15461,images/M12_024h_4.png,labels/M12_024h_4_P.png
15462,images/M12_024h_5.png,labels/M12_024h_5_P.png
15463,images/M12_024h_6.png,labels/M12_024h_6_P.png
15464,images/M12_024h_7.png,labels/M12_024h_7_P.png
15465,images/M12_024h_8.png,labels/M12_024h_8_P.png
15466,images/M12_024h_9.png,labels/M12_024h_9_P.png
15467,images/M12_024h_10.png,labels/M12_024h_10_P.png
15468,images/M12_024h_11.png,labels/M12_024h_11_P.png
15469,images/M12_024h_12.png,labels/M12_024h_12_P.png
15470,images/M12_024h_13.png,labels/M12_024h_13_P.png
15471,images/M12_024h_14.png,labels/M12_024h_14_P.png
15472,images/M12_024h_15.png,labels/M12_024h_15_P.png
15473,images/M12_024h_16.png,labels/M12_024h_16_P.png
15474,images/M12_024h_17.png,labels/M12_024h_17_P.png
15475,images/M12_024h_18.png,labels/M12_024h_18_P.png
15476,images/M12_024h_19.png,labels/M12_024h_19_P.png
15477,images/M12_024h_20.png,labels/M12_024h_20_P.png
15478,images/M12_024h_21.png,labels/M12_024h_21_P.png
15479,images/M12_024h_22.png,labels/M12_024h_22_P.png
15480,images/M12_024h_23.png,labels/M12_024h_23_P.png
15481,images/M12_024h_24.png,labels/M12_024h_24_P.png
15482,images/M12_024h_25.png,labels/M12_024h_25_P.png
15483,images/M12_024h_26.png,labels/M12_024h_26_P.png
15484,images/M12_024h_27.png,labels/M12_024h_27_P.png
15485,images/M12_024h_28.png,labels/M12_024h_28_P.png
15486,images/M12_024h_29.png,labels/M12_024h_29_P.png
15487,images/M12_024h_30.png,labels/M12_024h_30_P.png
15488,images/M12_024h_31.png,labels/M12_024h_31_P.png
15489,images/M12_024h_32.png,labels/M12_024h_32_P.png
15490,images/M12_024h_33.png,labels/M12_024h_33_P.png
15491,images/M12_024h_34.png,labels/M12_024h_34_P.png
15492,images/M12_024h_35.png,labels/M12_024h_35_P.png
15493,images/M12_024h_36.png,labels/M12_024h_36_P.png
15494,images/M12_024h_37.png,labels/M12_024h_37_P.png
15495,images/M12_024h_38.png,labels/M12_024h_38_P.png
15496,images/M12_024h_39.png,labels/M12_024h_39_P.png
15497,images/M12_024h_40.png,labels/M12_024h_40_P.png
15498,images/M12_024h_41.png,labels/M12_024h_41_P.png
15499,images/M12_024h_42.png,labels/M12_024h_42_P.png
15500,images/M12_024h_43.png,labels/M12_024h_43_P.png
15501,images/M12_024h_44.png,labels/M12_024h_44_P.png
15502,images/M12_024h_45.png,labels/M12_024h_45_P.png
15503,images/M12_024h_46.png,labels/M12_024h_46_P.png
15504,images/M12_024h_47.png,labels/M12_024h_47_P.png
15505,images/M12_024h_48.png,labels/M12_024h_48_P.png
15506,images/M12_024h_49.png,labels/M12_024h_49_P.png
15507,images/M12_024h_50.png,labels/M12_024h_50_P.png
15508,images/M12_024h_51.png,labels/M12_024h_51_P.png
15509,images/M12_024h_52.png,labels/M12_024h_52_P.png
